213.9302 40.94496
199.5561 40.62338
211.3728 41.30598
203.8556 45.45795
189.6518 48.78088
193.0793 46.7453
181.3891 49.10538
185.7037 48.523
178.7167 52.08261
174.9071 51.5938
160.3799 53.81601
171.6817 48.37367
179.1685 50.63643
182.0165 53.63648
177.5118 54.71026
185.7684 56.20136
185.3214 59.82019
195.5314 63.23081
194.3208 64.03061
190.124 65.80524
184.1586 61.14775
192.44 57.10448
190.4342 56.23509
199.7882 56.19062
194.1534 59.44507
183.6128 66.64196
176.8765 67.21023
165.0547 69.99161
165.9822 65.40887
156.8176 62.36737
155.0404 58.62007
156.9769 62.37727
155.5307 66.46029
159.2549 69.13358
160.6085 60.9076
176.6974 60.81709
186.9167 65.1457
185.0398 59.90406
189.2284 56.58603
184.9402 56.51103
177.2208 55.1947
175.6759 55.3883
176.7716 52.91772
182.8277 58.0147
198.3501 53.51376
212.011 46.11856
220.2756 47.64635
222.8328 51.47742
224.1123 52.53475
223.1078 54.31571
230.9247 55.33853
227.7325 55.20163
230.7053 53.30281
238.7202 48.25337
229.6589 49.13821
237.293 51.65503
255.9309 45.85193
254.0018 40.35689
245.6698 40.74737
244.6655 42.41507
226.4902 42.26502
235.7981 38.02462
235.2346 38.16401
228.2827 41.45178
228.9391 42.60477
217.5632 39.69704
223.993 41.51714
217.5664 37.19166
219.0111 38.79847
226.6173 33.37992
228.6093 28.12702
218.7139 29.57344
201.8665 29.04599
215.7624 32.20921
228.9336 27.13173
239.1738 34.13024
211.9418 31.71503
225.9349 26.86214
244.4883 27.41294
232.8321 21.13642
242.2929 20.7807
242.7306 25.60579
247.5624 20.04222
238.7814 18.58283
243.6866 16.76369
244.0165 9.838612
261.3254 4.519139
264.6422 -2.060693
271.1487 -3.781281
266.8537 -2.543515
257.5812 3.755637
255.3278 1.161359
266.838 3.764956
258.2057 -2.037173
260.3284 0.5668762
253.0794 -0.1634054
259.8895 1.483366
267.3404 4.983234
269.4169 2.657992
260.9626 2.395783
272.6503 1.494235
287.114 0.1182125
311.6857 -3.744083
304.113 2.17656
302.8397 7.525194
295.9588 7.752955
293.0856 9.123396
285.2663 10.42673
293.3586 9.069042
288.2469 3.485492
291.1975 2.768647
288.1424 2.480347
282.617 4.361195
278.6282 4.717094
268.4666 4.026589
255.5862 5.350526
256.1264 2.675123
253.9203 3.13132
247.3744 3.471821
227.7435 6.18553
221.4943 2.007254
220.5669 -1.724546
224.201 7.700266
226.2798 8.115703
219.7481 13.05037
230.4109 13.54538
235.3489 14.09489
235.9311 13.79447
229.4466 14.64479
229.7229 14.26582
239.327 15.58096
