488.5484 -52.79357 55.2294
341.1574 -46.19786 43.19316
354.847 -70.47958 80.608
382.2575 -8.251311 28.43
528.7734 -7.173849 35.68019
319.2825 -28.94018 48.25318
561.7034 -28.0612 42.54944
516.1226 -2.728885 42.87486
657.5882 62.28496 79.91801
618.4063 -34.05553 28.85832
358.5748 -20.03199 57.47234
479.8913 -33.84754 47.83743
581.208 -23.51305 49.62661
571.1481 22.5486 68.06902
377.9234 -35.69421 57.49298
553.4951 5.258622 42.40099
651.768 -52.90419 41.86772
695.1459 -27.6813 57.6591
380.0398 9.683706 88.07329
409.7012 -38.38652 43.63975
246.9123 -19.11029 31.92454
454.3276 -27.37516 39.75621
496.4278 -37.40401 48.67726
478.0981 -30.28933 59.54881
650.1758 -49.85953 42.20265
556.0804 20.04249 38.42581
713.1781 -45.99188 35.10757
424.465 -19.56587 38.7023
377.1194 9.256543 30.83165
531.6995 -63.98608 59.44713
513.042 -1.562729 64.2244
515.2584 -13.8728 47.52154
377.3653 -6.671475 59.12242
561.2638 -16.60746 40.16664
640.4162 -43.2037 45.81828
518.5542 1.238427 44.78102
472.1215 -65.24549 52.41248
318.2416 -35.20123 52.22014
346.1077 18.4307 39.14615
458.612 9.03718 58.54145
409.3726 -42.47328 51.54785
415.1883 -61.27314 47.22694
526.2037 -24.99851 39.65136
485.3396 -26.61979 32.8042
523.4264 -29.81522 50.30214
414.8112 -30.01628 29.02184
447.5393 -45.83526 61.24923
381.8619 5.409663 36.83965
341.0132 -20.42366 41.36909
646.7687 -35.87544 41.11051
505.7187 14.62064 35.54631
385.715 -31.08136 40.54938
594.1825 -5.317132 33.71533
404.4942 -22.68998 39.59238
780.3954 -67.5323 60.74032
473.3323 -46.51994 49.29621
377.8872 -0.5742294 36.05236
384.6161 -21.73047 52.59716
532.6266 -14.30766 30.23357
471.2556 -29.44264 40.02293
647.7369 -24.68799 43.82448
760.9915 -37.52965 40.61337
590.7981 -68.93522 55.24076
447.0871 1.531098 61.45535
477.3999 -38.3685 60.45468
457.7579 -31.92301 37.86585
437.9123 -34.95813 39.76622
695.1561 -1.191581 63.58016
605.9444 -27.99622 34.62447
646.4171 -29.24863 45.68251
407.4247 -23.27833 48.18942
445.6073 6.249192 31.24466
409.9014 15.09374 35.70625
507.7911 -11.58489 39.20964
461.0223 -29.80513 39.12634
425.6006 -15.09227 30.8816
529.9992 -24.32505 44.80641
315.6458 -5.093359 69.46804
398.3634 7.560111 50.37799
651.9678 23.8603 58.79921
685.4511 -49.09203 65.93335
503.7897 -21.26989 66.32506
543.1022 -13.20072 61.48552
513.2892 -16.78074 43.42789
534.227 -37.79859 54.36952
439.3729 -34.11426 57.48754
553.7705 -46.66057 38.19952
375.8574 4.351774 46.68397
485.5184 -25.17784 42.20938
478.3315 -22.88629 35.54012
316.9341 6.994817 38.52245
434.1262 -12.40485 39.62036
254.4834 -6.566409 43.5384
702.9989 -4.410432 50.02301
382.7655 -18.19547 28.47798
406.3144 -25.38963 32.8088
352.5025 -35.92184 53.70306
318.784 -50.13265 59.58972
346.0304 -33.49541 40.37577
388.2152 -10.54705 37.2017
366.6023 -27.63327 65.11824
569.415 -25.37131 38.66844
322.243 -10.23177 43.93048
843.724 13.10401 56.54222
417.076 -21.77689 53.61551
405.0302 -0.5390566 88.47471
400.3766 -30.82449 55.31795
437.2424 -30.97686 49.51305
422.8439 -6.745144 43.15254
690.8926 -34.30622 49.95004
524.9488 46.20162 61.44704
447.8317 -20.4757 51.02577
606.8005 -59.02586 89.57796
464.4246 -40.70224 52.22517
445.9086 -7.610422 47.1866
589.1117 -37.91177 69.4143
657.704 -38.7205 51.05135
439.2492 -19.48437 51.72092
293.3142 -35.93675 40.11196
419.3669 -21.85703 38.77568
356.7394 -16.85451 46.7336
336.6102 -21.25884 36.48793
325.4515 -16.23236 44.17358
763.8145 -73.90771 44.39248
595.4295 -34.02065 47.65806
495.4662 -56.19216 77.89028
400.5371 -11.60276 58.90196
350.8912 -42.09962 90.80621
410.8535 13.06902 43.28044
463.6433 2.592238 41.31017
414.794 -53.86768 35.68711
571.1736 2.34044 29.6087
790.1236 -29.89616 56.51115
433.9771 -24.08226 61.27173
361.2467 -10.66962 39.6502
467.294 -52.85434 49.99352
678.3362 -63.6343 47.56298
352.3471 -47.28668 46.39052
534.401 -58.36238 37.70401
301.5228 -14.5182 38.05308
393.3196 -2.403292 48.52564
389.4299 -43.96665 46.15161
373.8135 -46.86521 59.79005
601.062 25.69045 41.75398
452.9314 -46.17961 79.64835
354.9315 5.503919 42.4325
763.7385 -24.67604 32.45789
514.8316 -69.88807 80.16391
371.4801 -0.7384861 77.14961
502.6041 -16.20379 34.94471
436.1116 -4.729073 40.99006
460.4784 -48.8227 46.66832
380.6604 -51.23265 77.70287
506.8096 -37.70409 37.23068
391.328 -2.567906 36.65712
362.1146 -14.58408 64.07438
550.7374 22.43054 54.63594
489.6791 -66.54742 79.47975
389.59 -17.61283 39.76467
505.1014 0.1560416 51.49138
340.7757 -23.24964 65.23736
441.4534 3.770669 37.17601
345.5159 -30.8547 29.0533
409.2539 -15.6982 55.04996
718.8 -20.07843 37.35407
1022.253 -52.68636 88.20036
447.7762 -24.13971 43.01378
540.4785 -9.71878 47.27384
327.0531 12.5078 41.58224
514.2876 -58.43707 47.55759
553.748 30.20007 53.61115
502.1787 25.60424 49.62862
392.3286 -12.06963 35.55255
530.3303 -16.74802 46.56836
437.0044 -22.27874 38.6641
563.0778 -61.26588 74.56637
470.6812 -1.01396 82.76347
480.964 8.280126 35.52282
334.6074 -2.11968 43.57778
299.8246 15.88812 56.19087
622.8482 -63.95023 46.0903
335.8321 -15.9487 61.28292
442.2884 4.519226 48.29114
431.1081 8.064756 57.17162
525.7506 -49.16489 64.4669
362.1161 -1.338395 32.97783
327.7784 -27.08725 55.08708
410.0299 -18.79531 53.50995
538.178 -11.06328 52.82301
475.2463 -25.33994 40.99133
380.3399 -5.39518 41.83559
406.9615 -5.576191 32.14477
297.2815 -25.97195 50.27194
483.3095 -8.234575 43.26751
488.3732 -8.345493 52.63678
485.1162 -23.20341 41.65494
519.9057 -18.55637 27.98047
497.8638 -8.88602 53.77736
452.7177 -33.13149 38.56681
560.2011 -10.59019 31.81274
404.0017 -39.96701 32.20945
458.2842 -4.793953 45.42783
396.4642 5.088231 36.94549
306.3362 -35.45891 63.03233
605.3615 -27.67159 69.75768
556.0851 -31.24882 31.86326
450.1625 -19.06275 41.82044
524.1621 -25.98953 39.31557
456.6655 -62.19807 51.9207
393.1331 -21.9207 41.66634
341.6275 4.619708 40.86856
512.7618 -15.50622 41.98312
372.7542 23.86427 40.62753
549.4339 -50.92396 43.20264
309.4147 4.934226 48.46475
531.7226 4.201366 49.8619
388.8474 -57.21561 51.72229
316.9524 -37.55141 43.12713
429.8755 28.10858 48.27194
392.9489 -21.86907 37.0791
386.9946 -23.96435 62.308
439.5939 -55.546 89.25713
794.2362 -29.29474 85.47215
355.9254 -12.31856 41.03962
553.0196 -7.747904 44.68418
312.1567 19.83775 35.30933
425.3658 -17.0435 28.0127
401.7276 -26.12434 39.58631
534.6879 -42.29934 52.39417
411.1148 -38.32969 34.73042
720.086 -71.80512 55.96172
438.7424 -16.23103 57.26513
270.7893 -16.48312 53.81026
553.114 11.52474 71.67895
354.4239 -40.45366 65.94939
476.8331 0.358562 57.89926
391.9421 -0.5654644 47.9114
362.8103 -6.89576 47.53727
640.5977 -38.41543 61.32981
484.4299 -25.52572 49.29733
595.3111 -38.24901 50.49873
447.1678 -42.77542 38.58298
457.5919 9.928308 39.01762
504.346 -58.59632 58.10865
359.9746 -57.46575 48.93972
556.117 -51.60362 41.11545
482.1368 -53.0201 74.68046
526.5692 -4.806753 31.2788
378.4432 -14.37061 40.02887
525.9071 -41.9743 36.35031
