"State","PlotNo","oatAcc","peaAcc.x","IsCheck","Site","Block","pair","oatName","peaName","plot_size_sq_ft_planted.x","oat_g_plot.x","pea_grams_per_plot.x","loc_pea","peaAcc.y","location","planted_plot_size_sqft","pea_grams_per_plot.y","oat_g_plot.y","plot_size_sq_ft_planted.y","grams/sqft"
"WI",153,13,"na",0,5,4,77,"IL17-7334","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",154,13,"7",0,5,4,77,"IL17-7334","NDP150412G",52,32.85,"64.9616842105263","WI_7",7,"WI",52,64.9616842105263,32.85,52,0.631730769230769
"WI",155,1,"1",0,5,4,78,"BAKER","AUSTRIAN FIELD PEAS",52,32.85,"36.270000000000003","WI_1",1,"WI",52,36.27,32.85,52,0.631730769230769
"WI",156,1,"na",0,5,4,78,"BAKER","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",157,34,"na",0,5,4,79,"ND170307","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",158,34,"3",0,5,4,79,"ND170307","DS Admiral",52,32.85,"77.897142857142896","WI_3",3,"WI",52,77.8971428571429,32.85,52,0.631730769230769
"WI",159,25,"na",0,5,4,80,"A10","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",160,25,"6",0,5,4,80,"A10","Frostmaster Peas",52,32.85,"78.035056179775296","WI_6",6,"WI",52,78.0350561797753,32.85,52,0.631730769230769
"WI",161,26,"na",0,5,4,81,"A11","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",162,26,"1",0,5,4,81,"A11","AUSTRIAN FIELD PEAS",52,32.85,"36.270000000000003","WI_1",1,"WI",52,36.27,32.85,52,0.631730769230769
"WI",163,42,"2",0,5,4,82,"SD181377","delta field pea",52,32.85,"66.358709677419299","WI_2",2,"WI",52,66.3587096774193,32.85,52,0.631730769230769
"WI",164,42,"na",0,5,4,82,"SD181377","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",165,20,"11",0,5,4,83,"RUSHMORE","ND Victory",52,32.85,"66.812121212121198","WI_11",11,"WI",52,66.8121212121212,32.85,52,0.631730769230769
"WI",166,20,"na",0,5,4,83,"RUSHMORE","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",167,6,"na",0,5,4,84,"ESKER","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",168,6,"8",0,5,4,84,"ESKER","NDP150231Y",52,32.85,"64.490721649484499","WI_8",8,"WI",52,64.4907216494845,32.85,52,0.631730769230769
"WI",169,31,"na",0,5,4,85,"MN18015X_004","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",170,31,"2",0,5,4,85,"MN18015X_004","delta field pea",52,32.85,"66.358709677419299","WI_2",2,"WI",52,66.3587096774193,32.85,52,0.631730769230769
"WI",171,32,"9",0,5,4,86,"MN18038X_008","NDP140510Y",52,32.85,"63.667499999999997","WI_9",9,"WI",52,63.6675,32.85,52,0.631730769230769
"WI",172,32,"na",0,5,4,86,"MN18038X_008","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",173,33,"na",0,5,4,87,"ND161488","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",174,33,"9",0,5,4,87,"ND161488","NDP140510Y",52,32.85,"63.667499999999997","WI_9",9,"WI",52,63.6675,32.85,52,0.631730769230769
"WI",175,10,"na",0,5,4,88,"HORSEPOWER","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",176,10,"4",0,5,4,88,"HORSEPOWER","Icicle Winter Peas",52,32.85,"51.970285714285701","WI_4",4,"WI",52,51.9702857142857,32.85,52,0.631730769230769
"WI",177,11,"7",0,5,4,89,"IL17-1253","NDP150412G",52,32.85,"64.9616842105263","WI_7",7,"WI",52,64.9616842105263,32.85,52,0.631730769230769
"WI",178,11,"na",0,5,4,89,"IL17-1253","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",179,4,"na",0,5,4,90,"CORRAL","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",180,4,"4",0,5,4,90,"CORRAL","Icicle Winter Peas",52,32.85,"51.970285714285701","WI_4",4,"WI",52,51.9702857142857,32.85,52,0.631730769230769
"WI",181,24,"3",0,5,4,91,"WARRIOR","DS Admiral",52,32.85,"77.897142857142896","WI_3",3,"WI",52,77.8971428571429,32.85,52,0.631730769230769
"WI",182,24,"na",0,5,4,91,"WARRIOR","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",183,27,"na",0,5,4,92,"A25","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",184,27,"10",0,5,4,92,"A25","ND Dawn",52,32.85,"84.374193548387098","WI_10",10,"WI",52,84.3741935483871,32.85,52,0.631730769230769
"WI",185,29,"12",0,5,4,93,"IL15-5752","Maxum",52,32.85,"66.087272727272705","WI_12",12,"WI",52,66.0872727272727,32.85,52,0.631730769230769
"WI",186,29,"na",0,5,4,93,"IL15-5752","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",187,17,"na",0,5,4,94,"NEWBURG","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",188,17,"12",0,5,4,94,"NEWBURG","Maxum",52,32.85,"66.087272727272705","WI_12",12,"WI",52,66.0872727272727,32.85,52,0.631730769230769
"WI",189,5,"5",0,5,4,95,"DEON","Organic 4010",52,32.85,"48.146526315789501","WI_5",5,"WI",52,48.1465263157895,32.85,52,0.631730769230769
"WI",190,5,"na",0,5,4,95,"DEON","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",191,15,"11",0,5,4,96,"LEGGETT","ND Victory",52,32.85,"66.812121212121198","WI_11",11,"WI",52,66.8121212121212,32.85,52,0.631730769230769
"WI",192,15,"na",0,5,4,96,"LEGGETT","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",193,8,"na",0,5,4,97,"GOLIATH","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",194,8,"11",0,5,4,97,"GOLIATH","ND Victory",52,32.85,"66.812121212121198","WI_11",11,"WI",52,66.8121212121212,32.85,52,0.631730769230769
"WI",195,22,"na",0,5,4,98,"SADDLE","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",196,22,"10",0,5,4,98,"SADDLE","ND Dawn",52,32.85,"84.374193548387098","WI_10",10,"WI",52,84.3741935483871,32.85,52,0.631730769230769
"WI",197,30,"na",0,5,4,99,"IL17-1704","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",198,30,"4",0,5,4,99,"IL17-1704","Icicle Winter Peas",52,32.85,"51.970285714285701","WI_4",4,"WI",52,51.9702857142857,32.85,52,0.631730769230769
"WI",199,41,"na",1,5,4,100,"SD181245","na",52,32.85,"NA","WI_na",NA,NA,NA,NA,32.85,52,0.631730769230769
"WI",200,41,"4",1,5,4,100,"SD181245","Icicle Winter Peas",52,32.85,"51.970285714285701","WI_4",4,"WI",52,51.9702857142857,32.85,52,0.631730769230769
