"State","PlotNo","oatAcc","peaAcc.x","IsCheck","Site","Block","pair","oatName","peaName","plot_size_sq_ft_planted.x","oat_g_plot.x","pea_grams_per_plot.x","loc_pea","peaAcc.y","location","planted_plot_size_sqft","pea_grams_per_plot.y","oat_g_plot.y","plot_size_sq_ft_planted.y","grams/sqft"
"AL",1,21,"7",0,3,1,1,"SABER","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",2,21,"na",0,3,1,1,"SABER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",3,2,"4",0,3,1,2,"BUCKSKIN","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",4,2,"na",0,3,1,2,"BUCKSKIN","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",5,45,"2",0,3,1,3,"SD191467","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",6,45,"na",0,3,1,3,"SD191467","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",7,35,"na",0,3,1,4,"ND170376","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",8,35,"10",0,3,1,4,"ND170376","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",9,6,"12",0,3,1,5,"ESKER","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",10,6,"na",0,3,1,5,"ESKER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",11,30,"7",0,3,1,6,"IL17-1704","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",12,30,"na",0,3,1,6,"IL17-1704","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",13,32,"na",0,3,1,7,"MN18038X_008","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",14,32,"4",0,3,1,7,"MN18038X_008","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",15,34,"11",0,3,1,8,"ND170307","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",16,34,"na",0,3,1,8,"ND170307","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",17,3,"na",0,3,1,9,"COLT","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",18,3,"3",0,3,1,9,"COLT","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",19,14,"na",0,3,1,10,"IL17-7339","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",20,14,"1",0,3,1,10,"IL17-7339","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",21,17,"9",0,3,1,11,"NEWBURG","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",22,17,"na",0,3,1,11,"NEWBURG","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",23,24,"9",0,3,1,12,"WARRIOR","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",24,24,"na",0,3,1,12,"WARRIOR","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",25,1,"6",0,3,1,13,"BAKER","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",26,1,"na",0,3,1,13,"BAKER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",27,37,"na",0,3,1,14,"OT3120","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",28,37,"4",0,3,1,14,"OT3120","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",29,41,"10",0,3,1,15,"SD181245","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",30,41,"na",0,3,1,15,"SD181245","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",31,46,"na",0,3,1,16,"WI_X10642-3","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",32,46,"6",0,3,1,16,"WI_X10642-3","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",33,29,"1",0,3,1,17,"IL15-5752","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",34,29,"na",0,3,1,17,"IL15-5752","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",35,27,"6",0,3,1,18,"A25","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",36,27,"na",0,3,1,18,"A25","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",37,47,"na",0,3,1,19,"WI_X10680-3","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",38,47,"5",0,3,1,19,"WI_X10680-3","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",39,9,"na",0,3,1,20,"HAYDEN","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",40,9,"11",0,3,1,20,"HAYDEN","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",41,40,"2",0,3,1,21,"SD181237","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",42,40,"na",0,3,1,21,"SD181237","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",43,32,"5",1,3,1,22,"MN18038X_008","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",44,32,"na",1,3,1,22,"MN18038X_008","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",45,7,"na",0,3,1,23,"EXCEL","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",46,7,"8",0,3,1,23,"EXCEL","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",47,33,"na",0,3,1,24,"ND161488","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",48,33,"5",0,3,1,24,"ND161488","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",49,20,"na",0,3,1,25,"RUSHMORE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",50,20,"10",0,3,1,25,"RUSHMORE","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",51,33,"7",0,3,2,26,"ND161488","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",52,33,"na",0,3,2,26,"ND161488","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",53,43,"3",0,3,2,27,"SD190850","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",54,43,"na",0,3,2,27,"SD190850","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",55,37,"na",0,3,2,28,"OT3120","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",56,37,"6",0,3,2,28,"OT3120","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",57,25,"1",0,3,2,29,"A10","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",58,25,"na",0,3,2,29,"A10","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",59,19,"na",0,3,2,30,"REINS","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",60,19,"12",0,3,2,30,"REINS","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",61,15,"7",0,3,2,31,"LEGGETT","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",62,15,"na",0,3,2,31,"LEGGETT","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",63,48,"na",0,3,2,32,"WI_X10710-7","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",64,48,"8",0,3,2,32,"WI_X10710-7","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",65,16,"na",0,3,2,33,"NATTY","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",66,16,"7",0,3,2,33,"NATTY","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",67,47,"na",0,3,2,34,"WI_X10680-3","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",68,47,"5",0,3,2,34,"WI_X10680-3","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",69,31,"na",0,3,2,35,"MN18015X_004","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",70,31,"9",0,3,2,35,"MN18015X_004","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",71,46,"na",0,3,2,36,"WI_X10642-3","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",72,46,"4",0,3,2,36,"WI_X10642-3","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",73,26,"na",0,3,2,37,"A11","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",74,26,"12",0,3,2,37,"A11","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",75,38,"5",0,3,2,38,"SD170935","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",76,38,"na",0,3,2,38,"SD170935","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",77,27,"na",0,3,2,39,"A25","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",78,27,"9",0,3,2,39,"A25","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",79,23,"3",0,3,2,40,"SPURS","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",80,23,"na",0,3,2,40,"SPURS","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",81,41,"4",1,3,2,41,"SD181245","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",82,41,"na",1,3,2,41,"SD181245","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",83,4,"8",0,3,2,42,"CORRAL","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",84,4,"na",0,3,2,42,"CORRAL","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",85,5,"2",0,3,2,43,"DEON","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",86,5,"na",0,3,2,43,"DEON","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",87,13,"5",0,3,2,44,"IL17-7334","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",88,13,"na",0,3,2,44,"IL17-7334","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",89,40,"6",0,3,2,45,"SD181237","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",90,40,"na",0,3,2,45,"SD181237","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",91,36,"6",0,3,2,46,"OT2130","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",92,36,"na",0,3,2,46,"OT2130","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",93,8,"na",0,3,2,47,"GOLIATH","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",94,8,"4",0,3,2,47,"GOLIATH","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",95,39,"11",0,3,2,48,"SD180580","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",96,39,"na",0,3,2,48,"SD180580","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",97,1,"8",0,3,2,49,"BAKER","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",98,1,"na",0,3,2,49,"BAKER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",99,30,"na",0,3,2,50,"IL17-1704","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",100,30,"10",0,3,2,50,"IL17-1704","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",101,11,"3",1,3,3,51,"IL17-1253","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",102,11,"na",1,3,3,51,"IL17-1253","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",103,29,"2",0,3,3,52,"IL15-5752","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",104,29,"na",0,3,3,52,"IL15-5752","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",105,45,"1",0,3,3,53,"SD191467","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",106,45,"na",0,3,3,53,"SD191467","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",107,43,"na",0,3,3,54,"SD190850","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",108,43,"8",0,3,3,54,"SD190850","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",109,32,"na",0,3,3,55,"MN18038X_008","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",110,32,"5",0,3,3,55,"MN18038X_008","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",111,35,"na",0,3,3,56,"ND170376","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",112,35,"4",0,3,3,56,"ND170376","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",113,9,"na",0,3,3,57,"HAYDEN","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",114,9,"7",0,3,3,57,"HAYDEN","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",115,13,"na",0,3,3,58,"IL17-7334","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",116,13,"3",0,3,3,58,"IL17-7334","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",117,22,"na",0,3,3,59,"SADDLE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",118,22,"2",0,3,3,59,"SADDLE","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",119,44,"11",0,3,3,60,"SD190992","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",120,44,"na",0,3,3,60,"SD190992","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",121,19,"na",0,3,3,61,"REINS","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",122,19,"8",0,3,3,61,"REINS","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",123,48,"na",0,3,3,62,"WI_X10710-7","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",124,48,"4",0,3,3,62,"WI_X10710-7","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",125,2,"na",0,3,3,63,"BUCKSKIN","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",126,2,"11",0,3,3,63,"BUCKSKIN","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",127,34,"na",0,3,3,64,"ND170307","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",128,34,"12",0,3,3,64,"ND170307","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",129,41,"na",0,3,3,65,"SD181245","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",130,41,"4",0,3,3,65,"SD181245","Icicle Winter Peas",43.75,36.75,"43.725000000000001","AL_4",4,"AL",43.75,43.725,36.75,43.75,0.84
"AL",131,42,"na",0,3,3,66,"SD181377","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",132,42,"12",0,3,3,66,"SD181377","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",133,8,"11",0,3,3,67,"GOLIATH","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",134,8,"na",0,3,3,67,"GOLIATH","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",135,16,"5",0,3,3,68,"NATTY","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",136,16,"na",0,3,3,68,"NATTY","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",137,5,"9",0,3,3,69,"DEON","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",138,5,"na",0,3,3,69,"DEON","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",139,18,"na",0,3,3,70,"OGLE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",140,18,"6",0,3,3,70,"OGLE","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",141,11,"na",0,3,3,71,"IL17-1253","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",142,11,"10",0,3,3,71,"IL17-1253","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",143,36,"10",0,3,3,72,"OT2130","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",144,36,"na",0,3,3,72,"OT2130","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",145,28,"na",0,3,3,73,"GOPHER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",146,28,"3",0,3,3,73,"GOPHER","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",147,10,"2",0,3,3,74,"HORSEPOWER","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",148,10,"na",0,3,3,74,"HORSEPOWER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",149,12,"1",0,3,3,75,"IL17-5238","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",150,12,"na",0,3,3,75,"IL17-5238","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",151,18,"1",0,3,4,76,"OGLE","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",152,18,"na",0,3,4,76,"OGLE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",153,28,"na",0,3,4,77,"GOPHER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",154,28,"12",0,3,4,77,"GOPHER","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",155,26,"7",0,3,4,78,"A11","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",156,26,"na",0,3,4,78,"A11","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",157,44,"na",0,3,4,79,"SD190992","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",158,44,"11",0,3,4,79,"SD190992","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",159,4,"12",0,3,4,80,"CORRAL","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",160,4,"na",0,3,4,80,"CORRAL","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",161,25,"na",0,3,4,81,"A10","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",162,25,"7",0,3,4,81,"A10","NDP150412G",43.75,36.75,"54.655263157894701","AL_7",7,"AL",43.75,54.6552631578947,36.75,43.75,0.84
"AL",163,3,"na",0,3,4,82,"COLT","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",164,3,"10",0,3,4,82,"COLT","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",165,14,"6",0,3,4,83,"IL17-7339","Frostmaster Peas",43.75,36.75,"65.654494382022506","AL_6",6,"AL",43.75,65.6544943820225,36.75,43.75,0.84
"AL",166,14,"na",0,3,4,83,"IL17-7339","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",167,18,"na",1,3,4,84,"OGLE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",168,18,"11",1,3,4,84,"OGLE","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",169,24,"na",0,3,4,85,"WARRIOR","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",170,24,"2",0,3,4,85,"WARRIOR","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",171,7,"na",0,3,4,86,"EXCEL","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",172,7,"9",0,3,4,86,"EXCEL","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",173,23,"na",0,3,4,87,"SPURS","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",174,23,"9",0,3,4,87,"SPURS","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"AL",175,22,"na",0,3,4,88,"SADDLE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",176,22,"2",0,3,4,88,"SADDLE","delta field pea",43.75,36.75,"55.830645161290299","AL_2",2,"AL",43.75,55.8306451612903,36.75,43.75,0.84
"AL",177,11,"na",0,3,4,89,"IL17-1253","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",178,11,"3",0,3,4,89,"IL17-1253","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",179,6,"na",0,3,4,90,"ESKER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
