3858.57 458.9855 1196.216
2988.402 -558.2341 1105.29
4286.93 -482.1238 878.842
2958.037 -593.344 1833.756
3895.545 220.7885 842.7531
6043.039 -278.343 708.6627
5471.308 455.6487 896.8066
5309.829 107.1191 1189.517
4028.784 355.2779 1066.997
1971.477 -289.9619 1207.403
4072.705 -457.9089 850.4015
2684.227 541.3635 1371.276
1919.674 -39.97593 808.6664
2043.949 -156.3573 1693.141
4007.891 -147.5728 885.9001
3137.832 -27.17985 534.1766
2821.507 -158.0352 801.4164
5375.217 -1155.495 1862.708
10152.89 -966.5479 1360.078
3349.048 175.2849 1192.114
4252.63 362.826 907.8617
3444.929 -406.2237 1759.357
4453.859 -193.717 1292.936
4424.551 503.8178 1185.831
4068.397 -405.1312 609.4252
2375.921 -253.2953 1160.923
3137.51 -200.8651 806.1159
5809.51 302.7994 746.2421
3331.843 -282.6579 814.3915
2768.296 -29.78756 803.1382
4145.428 166.9728 1340.472
3232.191 -309.609 1016.096
5033.073 531.4236 704.9891
4719.833 -191.5821 810.2109
3246.712 -545.5794 1626.914
2074.296 -75.82456 1078.482
4529.629 -353.9029 926.263
4202.854 -280.8773 2600.56
8389.388 -889.2857 1420.549
2939.703 -264.5318 1379.469
3552.504 -215.1381 1444.627
3451.754 -384.3849 703.7597
2827.525 -19.80973 827.1069
3599.931 -364.2339 875.7289
4954.891 140.4428 874.2959
3690.834 330.787 1113.085
3478.473 311.6145 692.3222
2940.456 -141.1597 974.2755
5067.948 194.5315 753.0544
2995.667 -433.3835 1334.622
3744.099 -127.2795 928.5184
3018.746 69.4955 1509.845
5064.359 -169.1365 555.6731
2580.279 67.18888 728.9086
2635.206 -491.6507 1044.107
3500.529 477.0397 1523.011
3829.882 -104.838 1130.15
4259.047 38.33691 878.4565
3570.394 -17.84455 704.204
3446.379 34.24465 1151.71
4155.762 -82.12253 979.2797
4143.367 -765.1592 1508.008
3418.847 -397.7942 1014.986
3511.922 -300.5329 910.8608
3801.265 -177.5344 682.7438
2976.066 -116.4065 907.2995
2159.426 329.8538 904.2034
4072.602 -473.1379 806.3564
4901.279 -338.9617 1070.096
2540.601 331.0022 979.1018
3889.563 107.7933 928.7941
4608.835 -3.96554 557.2357
4584.231 -399.3845 1248.77
3669.434 194.7239 662.6044
7331.741 907.2038 817.8765
3730.104 261.9391 746.857
4741.141 343.9621 1128.557
3270.767 538.1758 1275.208
5180.166 -351.3256 1128.819
